supplier,supplier_label,supplier_name,spend,transactions
GB707761524,Jigsaw Homes North - GENERAL,Jigsaw Homes North,349.56,1
GB654434827,Nottingham University Hospitals NHS,Nottingham University Hospitals NHS,341.84,3
157256,Spotlight Drama Youth Theatre,Spotlight Drama Youth Theatre,335.0,1
166460,Banana Moon Altrincham,Banana Moon Altrincham,334.55,1
GB437585811,Ayres Violins Ltd,Ayres Violins Ltd,332.5,1
GB700458270,Aquaid Franchising Ltd,Aquaid Franchising Ltd,331.4,2
GB780304349,Q1Tum Limited,Q1Tum Limited,330.0,1
101556,Sale Moor Community Association,Sale Moor Community Association,330.0,4
GB836887077,Tobii Dynavox Ltd,Tobii Dynavox Ltd,327.75,1
GB985765549,Assoc of Democratic Servs Officers,Assoc of Democratic Servs Officers,327.25,1
GB985336088,Contacta Systems Ltd,Contacta Systems Ltd,326.4,1
GB927258012,Evac+ Chair International Ltd,Evac+ Chair International Ltd,322.0,1
GB264553156,Slater Menswear,Slater Menswear,315.83,1
GB182879709,Tunstall Healthcare (Uk) Ltd,Tunstall Healthcare (Uk) Ltd,312.03000000000003,5
GB275765459,ASDAN,ASDAN,311.0,2
GB378272855,P P O'Connor Enviro Ltd,P P O'Connor Enviro Ltd,310.0,1
GB277608761,Design Print Banner LTD,Design Print Banner LTD,309.20000000000005,3
GB730859520,RELX (UK) Ltd,LexisNexis Risk Solutions UK Ltd,302.56,1
GB654435138,North West Ambulance Serv NHS Trust,North West Ambulance Serv NHS Trust,301.06,1
GB463029795,Longfords Suite,Longfords Suite,300.0,2
GB239214763,Solicitors Regulation Authority Ltd,Solicitors Regulation Authority Ltd,300.0,2
168797,St Ambrose College,St Ambrose College,300.0,1
GB283522304,Bikeright Ltd,Bikeright Ltd,300.0,1
168762,British Blind Spot,British Blind Spot,300.0,1
GB228915584,Planning Jungle Ltd,Planning Jungle Ltd,300.0,1
109325,Altrincham Concert Band,Altrincham Concert Band,300.0,1
162711,Association of YOT Managers Ltd,Association of YOT Managers Ltd,300.0,1
162241,Your Chapter Res Serv,Your Chapter Res Serv,300.0,1
166871,Homeground Management Limited,Homeground Management Limited,300.0,1
166468,Yew Tree Primary School,Yew Tree Primary School,300.0,1
GB238534158,Which Limited,Which Limited,297.0,5
164072,Imagine Childcare Ltd,Imagine Childcare Ltd,295.66999999999996,3
168790,Tying The Knot Ltd,Tying The Knot Ltd,295.0,1
GB116906711,Healthcare Conferences UK,Healthcare Conferences UK,295.0,1
GB430243639,H&M Flooring Contracts Ltd,H&M Flooring Contracts Ltd,291.67,1
GB431008840,Tailored Flooring Services Ltd,Tailored Flooring Services Ltd,291.67,1
GB477794869,The Helping Hand Co (Ledbury) Ltd,The Helping Hand Co (Ledbury) Ltd,291.66999999999996,3
GB834575703,VoiceAbility Advocacy,VoiceAbility Advocacy,289.35,1
167608,Parisa E Buckley T/A PositiveVibes,Parisa E Buckley T/A PositiveVibes,280.0,2
163109,The Aim Project,The Aim Project,280.0,1
GB758550010,Dubit Ltd,Dubit Ltd,280.0,1
138201,Positive Eye Ltd,Positive Eye Ltd,280.0,2
168186,Ugoalah Consulting Ltd,Ugoalah Consulting Ltd,280.0,1
GB945693968,North Lakes Children`s Services Ltd,Orange Grove Fostercare Ltd,278.5600000000004,2
103828,Rossendale Borough Council,Rossendale Borough Council,275.53,1
168150,Cloud 9 Events Ltd,Cloud 9 Events Ltd,275.0,1
168473,Manchester Fruit Tree Cooperative L,Manchester Fruit Tree Cooperative L,275.0,1
GB915215350,Pharmacy Care Plus Ltd T/A Reeds Ph,Pharmacy Care Plus Ltd T/A Reeds Ph,270.68,16
168065,The Drama Mob Management,The Drama Mob Management,270.0,1
168194,Birmingham Womenâs & Childrenâs NHS,Birmingham Womenâs & Childrenâs NHS,270.0,3
GB180120552,V3 Creative,V3 Creative,270.0,1
168238,SOCIETE DES AUTEURS ET COMPOSITEURS,SOCIETE DES AUTEURS ET COMPOSITEURS,266.45,2
GB477932050,D Hub Systems Ltd,D Hub Systems Ltd,265.0,1
168860,CULCHETH MEDICAL LTD,CULCHETH MEDICAL LTD,260.0,1
141052,The Avenue Methodist Church,The Avenue Methodist Church,258.0,1
GB805793118,KV2 Audio Europe Ltd,KV2 Audio Europe Ltd,256.6,1
167796,M Salloo C/O Hajra Salloo,M Salloo C/O Hajra Salloo,256.46,1
168260,Oyez Arts Ltd,Oyez Arts Ltd,254.4,2
GB978774341,AD Merchandise Ltd,AD Merchandise Ltd,252.0,1
GB570899785,Clofield Ltd,Clofield Ltd,251.12,8
GB727102071,Skills & Work Solutions (GC Employm,Skills and Work Solutions (GC Educa,250.0,1
168974,Omega Legal Services Limited,Omega Legal Services Limited,250.0,3
GB478751245,Altrincham Prepartarory School,Altrincham Prepartarory School,250.0,1
GB732764034,Castlefield Gallery Ltd,Castlefield Gallery Ltd,250.0,1
GB844127044,MA Exhibitions Ltd,MA Exhibitions Ltd,250.0,1
168014,Unique Talent CIC,Unique Talent CIC,250.0,1
164833,Coalesce Dance Theatre LTD,Coalesce Dance Theatre LTD,250.0,1
GB158696257,ABC Food Law Ltd,ABC Food Law Ltd,250.0,1
GB413633086,ADT Fire & Security PLC,ADT Fire & Security PLC,250.0,1
109554,Stretford Brass Band,Stretford Brass Band,250.0,1
GB897476252,Massive Technical Solutions Ltd,Massive Technical Solutions Ltd,250.0,2
GB217915261,Timpson Limited,Timpson Limited,249.73000000000002,2
168318,Hope-Borland Associates Ltd,Hope-Borland Associates Ltd,247.38,1
GB620310212,Ulverscroft Large Print Books Ltd,Ulverscroft Large Print Books Ltd,246.20000000000002,3
GB921489415,11:11 Systems UK Limited,11:11 Systems UK Limited,245.32,7
GB760107952,National Portage Association,National Portage Association,240.0,2
102876,Partington Methodist Church,Partington Methodist Church,240.0,1
GB654465322,South Tyneside & Sunderland NHS FT,South Tyneside & Sunderland NHS FT,234.0,1
164944,Kat Arnold T/A Katsillustration,Kat Arnold T/A Katsillustration,231.73,5
168446,Zappy Designs,Zappy Designs,230.0,2
GB707761524,Jigsaw Homes North - GENERAL,Jigsaw Homes North - RENT,228.04,1
GB923405349,Gag Reflex Management,Gag Reflex Ltd,225.0,1
GB731284057,The White Paper Conference Company,The White Paper Conference Company,224.0,1
GB257824475,A.I CATERING SERVICES LTD,A.I CATERING SERVICES LTD,220.83,1
168472,SHK & Co,SHK & Co,220.0,1
GB927365991,Tameng Care Limited,Tameng Care Limited,217.43,1
GB603773056,Surefold Ltd,Surefold Ltd,210.0,1
GB450084518,Attention Autism Ltd,Attention Autism Ltd,210.0,1
GB654935407,Oxford University Hospitals NHS FT,Oxford University Hospitals NHS FT,208.49,2
GB878380769,M I Banks Solictors,M I Banks Solictors,208.33,1
GB732822345,Inclusive Technology Ltd,Inclusive Technology Ltd,207.5,2
GB146396543,J W Gaskell (Heating Engineers) Ltd,J W Gaskell (Heating Engineers) Ltd,207.04,2
167849,The Dianne Oxberry Trust,The Dianne Oxberry Trust,200.0,1
168078,NAFAO - National Association of Fin,NAFAO - National Association of Fin,200.0,1
163347,Chorlton High School,Chorlton High School,200.0,1
GB927441517,The Bridgewater Canal Company Ltd,The Bridgewater Canal Company Ltd,200.0,4
167524,Asthma And Lung UK,Asthma And Lung UK,200.0,1
167553,Just Face Painting Manchester,Just Face Painting Manchester,200.0,1
GB823836714,Simpson Millar T/A Simpson Millar L,Simpson Millar T/A Simpson Millar L,200.0,1
154368,Independent Choices Greater Manches,Independent Choices Greater Manches,200.0,1
168531,Frank Communications CIC,Frank Communications CIC,200.0,1
GB924763995,Total ID Ltd,Total ID Ltd,199.95,2
GB985222306,Local Registration Services Assoc,Local Registration Services Assoc,198.0,2
GB220530268,Collective Enterprises Limited T/A,Collective Enterprises Limited T/A,190.0,1
10070,The National Trust,The National Trust,188.24,9
GB654439322,Uni Hosp Sussex NHS FT,Uni Hosp Sussex NHS FT,187.72000000000003,2
GB866734188,K&R Bades Ltd,K&R Bades Ltd,186.9,2
167724,LuxeStayRooms Ltd,LuxeStayRooms Ltd,180.0,1
162165,MBT Removals,MBT Removals,180.0,2
GB479724634,Chorlton Bike Deliveries,Chorlton Bike Deliveries,180.0,2
160469,Rehabilitation Workers Prof Network,Rehabilitation Workers Prof Network,180.0,2
GB420265730,CT Trophies Ltd,CT Trophies Ltd,177.91,2
GB462876750,Family Planning Ltd,Family Planning Ltd,176.25,1
119411,NASACRE / National Association of S,NASACRE / National Association of S,175.0,2
167853,Shakira Kemi Precious Andoh,Shakira Kemi Precious Andoh,174.4,2
GB386321878,Findel Education Ltd,Findel Education Ltd,173.28,7
162857,Intus Lettings Ltd,Intus Lettings Ltd,173.0,1
167693,BELLEVUE GROUP PRACTICE,BELLEVUE GROUP PRACTICE,172.0,2
168660,MCF - MONEY CARER FOUNDATION,MCF - MONEY CARER FOUNDATION,170.0,1
159287,Families 1st Ltd t/a Kickstart,Families 1st Ltd t/a Kickstart,167.0,1
GB156705359,Crelling Harnesses For Disabled Ltd,Crelling Harnesses For Disabled Ltd,164.8,2
GB305830425,Medico Legal North West (MLNW),Medico Legal North West (MLNW),162.0,3
GB779994039,Teaching Personnel Ltd,Fleet Education Services Ltd.,162.0,2
168161,HomeJames Plumbing,HomeJames Plumbing,160.0,1
108682,3rd Trafford Boys Brigade,3rd Trafford Boys Brigade,160.0,2
GB587857758,Meaco (UK) Ltd,Meaco (UK) Ltd,158.26999999999998,3
GB278097360,AMNI Transportation Ltd,AMNI Transportation Ltd,152.5,1
GB166332467,Bluecoat Display Centre,Bluecoat Display Centre,150.0,1
GB837047618,APPCx Community,APPCx Community,150.0,1
168439,8th Trafford Boys Brigade,8th Trafford Boys Brigade,150.0,2
168445,True Foxes,True Foxes,150.0,1
166745,Olivia Barber ceramics,Olivia Barber ceramics,150.0,1
167639,Amy Lever,Amy Lever,150.0,1
167587,The Empty Homes Network,The Empty Homes Network,150.0,1
167938,Sarah Ray,Sarah Ray,150.0,1
168081,The Long Covid Clinic,The Long Covid Clinic,150.0,1
GB654948491,Univ Hosp Bristol NHS Found Tr,Univ Hosp Bristol NHS Found Tr,149.09,1
137570,CELEBRATION PARTY SHOP,CELEBRATION PARTY SHOP,149.0,3
GB278441924,Hollowood Chemist Ltd (Sale),Hollowood Chemist Ltd (Ashton on M),148.44,9
GB190316521,Empire Medicines Ltd,Empire Medicines Ltd,147.87,8
GB149191256,The Willows Primary School,All Saints Cath Prim Sch FUND ACCOU,142.11,1
166691,Altrincham Linen Hire,Altrincham Linen Hire,141.6,1
10131,The Mayor's Land Charity,The Mayor's Land Charity,140.0,2
GB689238479,Laca Ltd,Laca Ltd,138.0,1
GB795862660,Chartered Trading Standards Inst,ACTSO,138.0,1
GB654924414,Barking Havering & Redbridge Uni NH,Barking Havering & Redbridge Uni NH,136.0,1
155446,Write Out Loud 2015 CIC,Write Out Loud 2015 CIC,127.5,3
10060,Tapestart Ltd,Tapestart Ltd,127.36,11
GB654405836,Calderdale and Huddersfield NHS Tru,Calderdale and Huddersfield NHS Tru,123.0,1
GB690808117,Child Poverty Action Group,National Assoc of Welfare Rights Ad,120.0,1
101759,Child Concern,Child Concern,120.0,2
168571,Crawshawbooth Community Association,Crawshawbooth Community Association,120.0,1
GB816479991,AVR Transcription Ltd,AVR Transcription Ltd,118.8,1
GB439475808,Security Monitoring Centres Ltd,Security Monitoring Centres Ltd,116.59,10
GB125862409,City Health Care Partnership CICÂ,City Health Care Partnership CICÂ,112.0,1
GB654919011,Dorset HealthCare University NHS FT,Dorset HealthCare University NHS FT,104.0,1
GB654412253,Hampshire & IOW Healthcare NHS FT,Hampshire & IOW Healthcare NHS FT,103.0,1
GB276322303,Personnel Checks Limited,Personnel Checks Limited,102.0,3
GB343049908,Trust Payments (UK) Ltd,Trust Payments (UK) Ltd,100.77,13
GB247711696,The Lowry Centre Trust,The Lowry Centre Trust,100.0,1
167247,Tyldesley Primary School,Tyldesley Primary School,100.0,1
167691,Sophie Sully T/A Sophie Sully Music,Sophie Sully T/A Sophie Sully Music,100.0,1
GB400997886,Extinguisher hire ltd,Extinguisher hire ltd,100.0,1
167559,Causeway Charitable Services,Causeway Charitable Services,100.0,1
GB211909430,Stockton Arts Centre,Stockton Arts Centre,100.0,1
GB121293014,National Society of Allotment & Lei,National Society of Allotment & Lei,100.0,1
GB375522052,Baker Ross Ltd,Baker Ross Ltd,98.50999999999999,7
GB654928206,Lewisham & Greenwich NHS Trust,Lewisham & Greenwich NHS Trust,93.28,1
GB807123752,Blue Diamond UK Ltd T/A Fryers GC,Blue Diamond UK Ltd T/A Fryers GC,92.99000000000001,2
GB125484611,Tardis Environmental UK Ltd,Tardis Environmental UK Ltd,90.0,1
GB981231133,Eyecan,Eyecan,90.0,2
GB281308175,Daymark Ltd t/a Labelsonline Limite,Daymark Ltd t/a Labelsonline Limite,80.99,2
165017,Rachel Liversedge T/A Arch n Co,Rachel Liversedge T/A Arch n Co,78.0,3
127867,St Anneâs with St Francis Sale Moor,St Anneâs with St Francis Sale Moor,75.0,1
167655,Spectrum Community Health CIC,Spectrum Community Health CIC,73.88,1
165556,Middlewood Partnership,Middlewood Partnership,73.86,1
GB231755810,Ken Fraser Florists Ltd,Ken Fraser Florists Ltd,70.83,3
149478,Depaul UK,Depaul UK,70.79,1
165841,Twilx Ltd,Twilx Ltd,70.0,1
161945,Jo Wathan T/A Charming Badger,Jo Wathan T/A Charming Badger,68.9,1
GB322830919,Nonsuch Studios,Nonsuch Studios,68.68,1
161770,Alison Greyer t/a Prints and Press,Alison Greyer t/a Prints and Press,66.31,2
168809,The Little People Pre-School,The Little People Pre-School,65.0,1
GB729856187,University of Birmingham,University of Birmingham,65.0,1
GB654927209,Kingston & Richmond NHS FT,Kingston & Richmond NHS FT,55.68,1
120534,Stephen Holliday Piano Services,Stephen Holliday Piano Services,55.0,1
10081,Shenstone Properties Ltd,Shenstone Properties Ltd,52.0,5
GB222516987,LLoyds Pharmacy (Delamere Centre),LLoyds Pharmacy (Delamere Centre),51.95,4
GB391549817,Cruse Bereavement Support,Cruse Bereavement Support,50.0,1
168188,Sharon Rutherford T/A The Creepy Cr,Sharon Rutherford T/A The Creepy Cr,50.0,1
GB851982593,Alarm Ltd,Alarm Ltd,50.0,1
GB931571333,Benefits and Work Publishing Ltd,Benefits and Work Publishing Ltd,48.42,1
10010,MORGOED ESTATES LIMITED,MORGOED ESTATES LIMITED,47.199999999999996,4
GB925125344,Applied Psychology ServicesÂ,Applied Psychology ServicesÂ,46.8,1
GB684966762,British Gas,BRITISH GAS TRADING LTD,41.46,1
168590,St Georgeâs Church Altrincham,St Georgeâs Church Altrincham,40.0,1
GB785232024,Trafford Cars Ltd T/A Passenger Car,Trafford Cars Ltd T/A Passenger Car,38.0,1
GB457463424,Cohens Chemist (Altrincham),Cohens Chemist (Stretford),37.04,3
149203,Assoc for Education Welfare Man,Assoc for Education Welfare Man,35.0,1
167302,Ann Charlish T/A Ann Charlish Studi,Ann Charlish T/A Ann Charlish Studi,33.8,1
GB603310795,Nestburg Ltd T/A Limelight Pharmacy,Nestburg Ltd T/A Limelight Pharmacy,33.29,5
118842,Ewing Foundation,Ewing Foundation,30.0,1
151137,Greater Manchester Sports & Partner,Greater Manchester Sports & Partner,30.0,1
168322,Northern Information Governance For,Northern Information Governance For,25.0,1
110363,NNCEE,NNCEE,25.0,1
GB335682191,MRS Sharief Health Ltd Hale Barns,MRS Sharief Health Ltd Hale Barns,24.05,2
GB176472775,WEC Group Ltd,WEC Group Ltd,18.72,1
GB240692764,The British Library,The British Library,13.45,2
168747,Sam Holmes Design,Sam Holmes Design,12.75,1
GB125488011,Landmark Collections Ltd,Landmark Collections Ltd,12.5,3
10151,MCS Property Ltd,MCS Property Ltd,11.5,2
10126,Higsons (Manchester) Limited,Higsons (Manchester) Limited,11.0,2
10050,Sale Educational Foundation,Sale Educational Foundation,10.7,1
10058,Urbanpoint Property Management Ltd,Urbanpoint Property Management Ltd,4.5,1
10106,The National Trust,The National Trust,3.25,5
GB927441517,The Bridgewater Canal Company Ltd,Peel Investments (North) Ltd,0.5,1
GB174394344,Forbes Solicitors LLP,Forbes Solicitors LLP,0.0,30
